               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.032701,            0.038671,            0.023725,             0.91651,             0.52316,             0.61606,             0.45432,            0.023456,            0.033059,            0.020119,           0.0022196,           0.0022196,           0.0022196
                 154,            0.032571,            0.038441,            0.024479,             0.92229,             0.52932,             0.62512,             0.43809,             0.02356,            0.034146,            0.019958,           0.0021717,           0.0021717,           0.0021717
                 155,            0.032245,            0.037579,            0.023262,             0.93024,             0.52579,             0.62314,              0.4463,            0.023155,            0.033754,            0.019835,           0.0021245,           0.0021245,           0.0021245
                 156,            0.032881,            0.038847,            0.023559,             0.92761,             0.52806,             0.62472,             0.44701,            0.023645,             0.03393,            0.019723,           0.0020782,           0.0020782,           0.0020782
                 157,            0.032771,            0.039107,            0.023617,              0.9334,              0.5268,             0.62325,             0.46303,            0.022305,            0.033156,            0.019681,           0.0020327,           0.0020327,           0.0020327
                 158,            0.031613,            0.038633,            0.023157,             0.92585,             0.52444,             0.63081,             0.45663,            0.022955,             0.03343,            0.019588,           0.0019881,           0.0019881,           0.0019881
                 159,            0.030039,            0.037151,            0.022179,             0.91386,             0.52608,              0.6334,             0.45719,            0.022754,            0.033457,            0.019462,           0.0019443,           0.0019443,           0.0019443
                 160,            0.032038,            0.038058,            0.024078,             0.91189,             0.52632,              0.6338,             0.46599,            0.022219,            0.032956,            0.019326,           0.0019014,           0.0019014,           0.0019014
                 161,            0.031015,            0.035893,            0.023559,             0.96039,             0.49346,             0.63266,             0.46067,            0.022935,            0.033078,            0.019106,           0.0018594,           0.0018594,           0.0018594
                 162,            0.031784,            0.038453,             0.02314,             0.95951,             0.49827,             0.63096,             0.45817,            0.022806,            0.033526,            0.018956,           0.0018183,           0.0018183,           0.0018183
                 163,            0.029713,             0.03668,            0.022126,             0.96984,             0.49596,             0.63277,             0.47406,            0.022352,            0.032927,            0.018823,           0.0017781,           0.0017781,           0.0017781
                 164,            0.030545,            0.037008,            0.022159,             0.97311,             0.49477,             0.63589,             0.46834,            0.023498,            0.033244,            0.018673,           0.0017389,           0.0017389,           0.0017389
                 165,            0.033601,            0.037499,             0.02324,             0.95927,              0.5061,             0.63834,             0.46627,            0.022338,            0.033184,            0.018562,           0.0017005,           0.0017005,           0.0017005
                 166,            0.032682,            0.037633,              0.0226,             0.95607,             0.50936,             0.63926,             0.46909,            0.024105,            0.033319,             0.01856,           0.0016631,           0.0016631,           0.0016631
                 167,            0.032841,            0.039376,            0.023749,             0.95968,             0.50033,              0.6424,             0.47676,            0.022369,            0.032931,            0.018602,           0.0016267,           0.0016267,           0.0016267
                 168,            0.031081,            0.036813,            0.023544,             0.95905,             0.50075,             0.64158,             0.47475,            0.022311,            0.032911,            0.018576,           0.0015912,           0.0015912,           0.0015912
                 169,            0.030426,            0.038657,            0.022355,             0.96476,             0.50219,             0.64033,             0.47541,            0.022051,            0.032787,            0.018381,           0.0015566,           0.0015566,           0.0015566
                 170,            0.031355,             0.03816,            0.022814,             0.96816,             0.50108,             0.64043,              0.4774,            0.022958,            0.032883,             0.01819,           0.0015231,           0.0015231,           0.0015231
                 171,            0.030722,            0.037023,             0.02178,             0.96722,             0.50029,              0.6398,             0.47617,            0.023129,            0.032851,            0.018041,           0.0014905,           0.0014905,           0.0014905
                 172,            0.031306,            0.035104,            0.022356,             0.96436,             0.50074,             0.63784,             0.47448,            0.022875,            0.032926,            0.017913,           0.0014589,           0.0014589,           0.0014589
                 173,            0.030604,               0.035,            0.021702,             0.96599,             0.50042,             0.63726,             0.47743,            0.022105,            0.032742,            0.017784,           0.0014283,           0.0014283,           0.0014283
                 174,            0.030554,            0.038737,            0.022208,             0.97032,             0.50006,             0.63902,             0.47616,            0.023031,            0.032797,             0.01771,           0.0013987,           0.0013987,           0.0013987
                 175,            0.029341,            0.036715,            0.022175,             0.97406,             0.49976,             0.64149,             0.48118,            0.022211,            0.032627,            0.017574,           0.0013701,           0.0013701,           0.0013701
                 176,             0.02981,            0.034809,            0.020428,             0.97477,             0.49882,             0.64135,             0.48093,            0.022312,            0.032729,             0.01748,           0.0013425,           0.0013425,           0.0013425
                 177,            0.030423,            0.037584,            0.022016,             0.97064,             0.50116,             0.64272,             0.47798,            0.022631,             0.03287,            0.017412,            0.001316,            0.001316,            0.001316
                 178,            0.030969,            0.036964,            0.023046,             0.97105,             0.50041,             0.64368,              0.4846,            0.022492,            0.032808,            0.017369,           0.0012905,           0.0012905,           0.0012905
                 179,            0.029225,            0.033787,            0.019982,             0.96869,              0.4994,              0.6454,             0.48475,            0.022113,             0.03277,             0.01727,            0.001266,            0.001266,            0.001266
                 180,            0.029694,             0.03659,            0.021183,             0.88471,             0.55406,             0.64489,             0.48267,            0.022179,            0.032813,            0.017178,           0.0012426,           0.0012426,           0.0012426
                 181,            0.030428,            0.037536,            0.021005,             0.89382,             0.54943,             0.64577,              0.4899,            0.021923,            0.032637,            0.017045,           0.0012202,           0.0012202,           0.0012202
                 182,            0.030005,            0.036544,            0.020984,             0.89928,             0.55049,             0.64461,             0.48303,            0.022468,            0.032838,            0.016933,           0.0011989,           0.0011989,           0.0011989
                 183,             0.03079,            0.035849,            0.020698,             0.89314,             0.55523,             0.64282,             0.48448,            0.022326,            0.032578,            0.016874,           0.0011787,           0.0011787,           0.0011787
                 184,            0.029371,            0.035533,               0.021,             0.89874,             0.54917,             0.64104,             0.48468,            0.022079,            0.032527,            0.016798,           0.0011595,           0.0011595,           0.0011595
                 185,            0.029652,            0.034445,            0.021297,             0.89372,             0.55367,             0.64195,             0.48099,            0.022098,            0.032646,            0.016642,           0.0011414,           0.0011414,           0.0011414
                 186,            0.029973,            0.036199,            0.021069,             0.88811,             0.55844,             0.64002,             0.48486,            0.021885,            0.032498,            0.016532,           0.0011243,           0.0011243,           0.0011243
                 187,            0.029431,            0.035598,            0.019593,              0.8885,             0.55807,             0.63918,             0.48111,             0.02187,            0.032551,            0.016437,           0.0011084,           0.0011084,           0.0011084
                 188,            0.029326,            0.036756,            0.019547,             0.88612,             0.56082,             0.63813,             0.47922,            0.021822,            0.032562,            0.016349,           0.0010935,           0.0010935,           0.0010935
                 189,            0.030005,            0.035674,            0.019771,             0.88686,             0.56103,              0.6397,              0.4849,            0.021971,             0.03243,            0.016249,           0.0010797,           0.0010797,           0.0010797
                 190,            0.030085,            0.037249,            0.019612,             0.96242,             0.51272,             0.64095,             0.48453,             0.02176,             0.03263,            0.016211,            0.001067,            0.001067,            0.001067
                 191,            0.029453,            0.035611,            0.019066,              0.9623,             0.51453,             0.64207,             0.47974,             0.02197,            0.032619,            0.016175,           0.0010554,           0.0010554,           0.0010554
                 192,             0.03023,            0.036742,            0.019706,             0.93618,             0.52658,              0.6424,             0.48114,            0.021668,            0.032413,             0.01616,           0.0010449,           0.0010449,           0.0010449
                 193,            0.029626,             0.03528,            0.019883,             0.93599,             0.52733,             0.64268,             0.48576,            0.021675,            0.032419,            0.016095,           0.0010355,           0.0010355,           0.0010355
                 194,            0.029317,            0.036316,            0.019306,             0.89204,             0.56276,             0.64405,             0.48481,            0.021525,              0.0325,            0.016032,           0.0010272,           0.0010272,           0.0010272
                 195,            0.029547,            0.036054,            0.020359,             0.89274,             0.56408,             0.64355,             0.48475,            0.021739,            0.032537,            0.015958,             0.00102,             0.00102,             0.00102
                 196,            0.028631,            0.036707,            0.019837,               0.894,             0.56352,             0.64386,             0.48766,            0.021582,            0.032442,            0.015883,           0.0010139,           0.0010139,           0.0010139
                 197,            0.028935,            0.037869,            0.019955,             0.89214,             0.56356,             0.64373,             0.48985,            0.021514,            0.032381,             0.01578,           0.0010089,           0.0010089,           0.0010089
                 198,            0.029974,            0.036377,            0.019605,             0.89247,             0.56353,             0.64408,             0.48571,            0.021504,            0.032651,            0.015718,            0.001005,            0.001005,            0.001005
                 199,            0.029074,            0.035796,            0.019741,             0.89478,             0.56414,             0.64357,             0.48628,            0.021253,            0.032469,             0.01568,           0.0010022,           0.0010022,           0.0010022
